"Rank","Name","W","L","Pct"
"","Youngstown St.","34","13-21","567","16.7","15"
"43","Pittsburgh","33","16-17","551","16.7","8"
"44","North Dakota St.","30","19-11","501","16.7","6"
"45","Memphis","31","19-12","519","16.7","6"
"46","George Mason","31","19-12","520","16.8","7"
"47","USC Upstate","32","17-15","537","16.8","14"
"48","Nevada","31","25-6","522","16.8","9"
"","Northeastern","31","15-16","522","16.8","8"
"50","Lehigh","32","20-12","539","16.8","12"
"","UNLV","32","11-21","539","16.8","10"
"52","Minnesota","31","23-8","523","16.9","15"
"53","Providence","31","20-11","524","16.9","7"
"54","Arizona St.","32","15-17","542","16.9","15"
"55","Vanderbilt","31","17-14","526","17.0","10"
"56","Southern Miss.","31","9-22","527","17.0","18"
"","UConn","30","14-16","510","17.0","14"
"58","Binghamton","32","12-20","545","17.0","7"
"","Hofstra","32","15-17","545","17.0","11"
"","Loyola Chicago","32","18-14","545","17.0","10"
"61","Mercer","32","15-17","547","17.1","9"
"62","Col. of Charleston","34","25-9","582","17.1","7"
"63","Pepperdine","31","9-22","531","17.1","11"
"64","Toledo","32","17-15","549","17.2","17"
"65","Lafayette","30","9-21","515","17.2","6"
"66","Radford","32","14-18","550","17.2","6"
"67","Presbyterian","30","5-25","519","17.3","8"
"68","San Diego St.","31","18-13","538","17.4","13"
"69","TCU","32","18-14","557","17.4","5"
"","Texas Southern","32","21-11","557","17.4","18"
"","Oakland","32","24-8","557","17.4","16"
"72","High Point","31","15-16","540","17.4","9"
"73","Colorado St.","31","21-10","541","17.5","10"
"74","La.-Monroe","32","9-23","559","17.5","13"
"75","Texas Tech","32","18-14","561","17.5","11"
"76","Weber St.","29","17-12","509","17.6","14"
"77","Ohio St.","32","17-15","562","17.6","14"
"","Maine","32","7-25","562","17.6","10"
"79","Albany (NY)","33","21-12","580","17.6","17"
"80","Baylor","31","25-6","545","17.6","8"
"81","New Orleans","29","18-11","511","17.6","10"
"82","Portland","33","11-22","582","17.6","15"
"83","Rutgers","32","15-17","565","17.7","7"
"84","Northern Ky.","34","24-10","601","17.7","9"
"85","North Carolina","32","26-6","566","17.7","10"
"86","Illinois St.","33","27-6","585","17.7","10"
"","UT Martin","33","21-12","585","17.7","7"
"","Missouri St.","33","17-16","585","17.7","10"
"89","Saint Joseph's","31","11-20","550","17.7","8"
"90","N.C. Central","31","23-8","551","17.8","10"
"91","Belmont","28","22-6","498","17.8","10"
"92","Texas","32","11-21","570","17.8","12"
"93","Oral Roberts","30","8-22","535","17.8","15"
"94","Furman","32","21-11","572","17.9","5"
"95","Kansas St.","31","19-12","555","17.9","10"
"96","Penn","27","13-14","484","17.9","8"
"97","UC Santa Barbara","28","6-22","502","17.9","6"
"98","Ohio","29","19-10","520","17.9","11"
"99","Iowa","31","18-13","556","17.9","3"
"100","Troy","33","19-14","592","17.9","9"
"101","Longwood","30","6-24","540","18.0","12"
"","Mt. St. Mary's","34","19-15","612","18.0","7"
"","Middle Tenn.","31","27-4","558","18.0","4"
"","Texas St.","30","18-12","540","18.0","8"
"105","Southern Ill.","33","17-16","595","18.0","12"
"106","Duke","32","24-8","577","18.0","8"
"107","Fort Wayne","31","19-12","559","18.0","9"
"108","UNCG","34","25-9","614","18.1","14"
"109","Coastal Caro.","32","16-16","578","18.1","13"
"110","Jacksonville St.","34","20-14","615","18.1","24"
"","Campbell","34","17-17","615","18.1","10"
"112","Temple","31","16-15","561","18.1","9"
"113","Alabama A&M","29","2-27","526","18.1","9"
"114","Penn St.","32","15-17","581","18.2","10"
"115","Kansas","31","28-3","563","18.2","17"
"116","Tulsa","30","14-16","546","18.2","10"
"117","Winthrop","32","26-6","583","18.2","9"
"","Air Force","32","12-20","583","18.2","16"
"119","Akron","31","24-7","565","18.2","11"
"","Drake","31","7-24","565","18.2","5"
"121","Austin Peay","30","11-19","547","18.2","15"
"","Sacramento St.","30","13-17","547","18.2","17"
"","Old Dominion","30","19-11","547","18.2","9"
"124","Cornell","29","8-21","529","18.2","10"
"125","William & Mary","31","17-14","566","18.3","10"
"126","North Carolina St.","32","15-17","585","18.3","13"
"127","Dartmouth","27","7-20","494","18.3","7"
"128","American","30","8-22","549","18.3","18"
"129","Niagara","33","10-23","604","18.3","18"
"130","Milwaukee","35","11-24","641","18.3","13"
"131","Illinois","31","18-13","568","18.3","3"
"132","Fairfield","30","16-14","550","18.3","11"
"133","Colorado","32","19-13","587","18.3","7"
"134","Chattanooga","31","19-12","570","18.4","3"
"135","Northern Ariz.","32","9-23","590","18.4","9"
"136","FIU","31","7-24","572","18.5","14"
"137","Cal Poly","30","11-19","554","18.5","16"
"138","Little Rock","32","15-17","591","18.5","10"
"139","Maryland","31","24-7","574","18.5","8"
"140","Bucknell","34","26-8","630","18.5","6"
"141","Marshall","32","18-14","593","18.5","19"
"142","Wright St.","32","20-12","594","18.6","14"
"","Navy","32","16-16","594","18.6","16"
"144","New Mexico St.","30","25-5","557","18.6","12"
"145","FGCU","33","26-7","613","18.6","9"
"146","La Salle","29","15-14","540","18.6","12"
"","Central Conn. St.","29","6-23","540","18.6","14"
"","Davidson","29","15-14","540","18.6","14"
"149","Louisiana","32","21-11","596","18.6","18"
"150","Nebraska","31","12-19","578","18.6","13"
"","Idaho St.","31","5-26","578","18.6","12"
"152","Duquesne","32","10-22","597","18.7","15"
"","Boston College","32","9-23","597","18.7","14"
"154","Wofford","33","16-17","616","18.7","10"
"155","Florida","31","24-7","579","18.7","9"
"156","Santa Clara","33","17-16","617","18.7","21"
"157","Western Mich.","31","16-15","580","18.7","7"
"158","Richmond","30","19-11","562","18.7","8"
"","Seton Hall","30","20-10","562","18.7","10"
"160","Columbia","27","11-16","506","18.7","7"
"161","Seattle U","29","13-16","544","18.8","14"
"162","North Florida","34","15-19","639","18.8","23"
"163","Houston","30","21-9","564","18.8","19"
"164","Valparaiso","32","24-8","602","18.8","10"
"165","Dayton","30","24-6","565","18.8","2"
"166","Colgate","32","10-22","603","18.8","8"
"167","Hawaii","29","14-15","547","18.9","10"
"168","Georgia","31","18-13","585","18.9","16"
"169","Hartford","32","9-23","604","18.9","18"
"170","California","31","20-11","586","18.9","14"
"171","Jacksonville","32","17-15","605","18.9","24"
"172","Ill.-Chicago","33","15-18","624","18.9","17"
"173","Wichita St.","34","30-4","643","18.9","2"
"174","North Texas","30","8-22","568","18.9","10"
"175","Central Ark.","32","8-24","606","18.9","10"
"176","Harvard","27","18-9","512","19.0","9"
"177","Butler","30","23-7","569","19.0","9"
"","Portland St.","30","15-15","569","19.0","16"
"","Florida A&M","30","7-23","569","19.0","14"
"180","Delaware","33","13-20","626","19.0","12"
"181","Stetson","32","11-21","608","19.0","14"
"","Rice","32","22-10","608","19.0","11"
"","Fla. Atlantic","30","10-20","570","19.0","11"
"","Delaware St.","32","10-22","608","19.0","14"
"185","UT Arlington","31","24-7","590","19.0","7"
"186","UTEP","30","14-16","571","19.0","28"
"187","Utah St.","29","13-16","552","19.0","13"
"188","Boston U.","32","18-14","610","19.1","15"
"189","Howard","33","10-23","630","19.1","17"
"190","Oregon St.","32","5-27","611","19.1","11"
"","Xavier","32","20-12","611","19.1","11"
"","Southern U.","32","15-17","611","19.1","12"
"193","Fordham","31","13-18","592","19.1","21"
"194","Kent St.","32","19-13","612","19.1","10"
"","Central Mich.","32","16-16","612","19.1","19"
"","Liberty","32","19-13","612","19.1","14"
"197","Kennesaw St.","32","14-18","613","19.2","12"
"198","Chicago St.","31","6-25","594","19.2","17"
"199","South Fla.","29","7-22","556","19.2","12"
"200","Samford","34","19-15","652","19.2","14"
"","Iona","34","22-12","652","19.2","10"
"202","LSU","31","10-21","595","19.2","10"
"203","Alcorn","30","17-13","576","19.2","5"
"","UMBC","30","18-12","576","19.2","12"
"205","South Carolina St.","31","11-20","596","19.2","7"
"206","Sacred Heart","32","13-19","617","19.3","10"
"","Omaha","32","18-14","617","19.3","11"
"208","Loyola Maryland","31","15-16","598","19.3","8"
"209","Nicholls St.","31","14-17","599","19.3","13"
"","NJIT","31","11-20","599","19.3","20"
"","Kentucky","31","26-5","599","19.3","10"
"212","South Dakota","33","22-11","638","19.3","18"
"","Charlotte","30","13-17","580","19.3","9"
"214","Northern Ill.","32","15-17","619","19.3","11"
"","Southeastern La.","32","16-16","619","19.3","15"
"216","Houston Baptist","29","17-12","561","19.3","14"
"","Eastern Ill.","29","14-15","561","19.3","27"
"218","San Diego","31","13-18","600","19.4","12"
"","Louisville","31","24-7","600","19.4","12"
"","Stony Brook","31","18-13","600","19.4","9"
"221","San Francisco","32","20-12","620","19.4","6"
"222","Oklahoma","31","11-20","601","19.4","14"
"223","Army West Point","32","13-19","621","19.4","12"
"224","Northern Colo.","29","11-18","563","19.4","15"
"225","BYU","33","22-11","641","19.4","15"
"226","Marquette","30","19-11","583","19.4","18"
"227","Northwestern","31","21-10","603","19.5","17"
"228","Bowling Green","32","13-19","623","19.5","14"
"229","Utah Valley","29","14-15","565","19.5","10"
"230","Stanford","31","14-17","604","19.5","15"
"231","Mississippi Val.","32","7-25","624","19.5","7"
"","Western Ill.","28","8-20","546","19.5","17"
"233","Southeast Mo. St.","33","15-18","644","19.5","22"
"","Canisius","33","18-15","644","19.5","10"
"235","Florida St.","31","24-7","605","19.5","6"
"236","UTSA","32","14-18","625","19.5","20"
"237","A&M-Corpus Christi","29","19-10","568","19.6","14"
"","Northwestern St.","29","13-16","568","19.6","10"
"","San Jose St.","29","14-15","568","19.6","5"
"240","Quinnipiac","31","10-21","608","19.6","14"
"241","Green Bay","31","18-13","609","19.6","10"
"242","Siena","34","17-17","668","19.6","19"
"243","N.C. A&T","32","3-29","629","19.7","20"
"","Marist","32","8-24","629","19.7","15"
"245","Saint Louis","32","12-20","630","19.7","16"
"246","Savannah St.","29","13-16","571","19.7","4"
"247","Alabama","30","17-13","591","19.7","13"
"248","UMES","32","13-19","631","19.7","16"
"249","Ball St.","31","20-11","612","19.7","19"
"250","Eastern Wash.","31","21-10","613","19.8","20"
"","Ga. Southern","31","18-13","613","19.8","11"
"252","Rider","33","18-15","653","19.8","19"
"253","McNeese","29","7-22","574","19.8","21"
"254","UC Davis","31","19-12","614","19.8","19"
"255","Grambling","32","16-16","634","19.8","11"
"","DePaul","32","9-23","634","19.8","13"
"257","UC Riverside","27","7-20","535","19.8","18"
"258","VMI","30","6-24","595","19.8","12"
"259","New Mexico","30","17-13","596","19.9","14"
"260","Brown","30","13-17","597","19.9","5"
"261","Mississippi St.","31","16-15","619","20.0","16"
"262","ETSU","34","27-7","679","20.0","5"
"","UNCW","34","29-5","679","20.0","21"
"264","Evansville","33","16-17","660","20.0","21"
"","Eastern Ky.","31","12-19","620","20.0","16"
"","Missouri","31","8-23","620","20.0","17"
"267","Murray St.","33","16-17","661","20.0","16"
"268","LIU Brooklyn","32","20-12","641","20.0","24"
"269","Charleston So.","31","12-19","621","20.0","7"
"","Ole Miss","31","19-12","621","20.0","14"
"271","Miami (OH)","32","11-21","643","20.1","20"
"","Wake Forest","32","19-13","643","20.1","10"
"273","Denver","30","16-14","603","20.1","15"
"274","Morgan St.","29","14-15","583","20.1","14"
"275","Georgia St.","30","19-11","604","20.1","21"
"276","Drexel","32","9-23","645","20.2","24"
"","Bethune-Cookman","32","10-22","645","20.2","19"
"278","Long Beach St.","32","14-18","646","20.2","18"
"279","James Madison","33","10-23","668","20.2","13"
"280","Jackson St.","32","14-18","648","20.3","19"
"281","Washington","30","9-21","608","20.3","17"
"282","Gardner-Webb","33","19-14","670","20.3","10"
"283","Michigan St.","31","18-13","630","20.3","14"
"","Alabama St.","31","8-23","630","20.3","10"
"285","Loyola Marymount","30","15-15","610","20.3","19"
"","Robert Morris","33","14-19","671","20.3","15"
"287","Bradley","33","13-20","672","20.4","17"
"288","Arkansas St.","32","20-12","653","20.4","17"
"","South Ala.","32","14-18","653","20.4","17"
"290","Indiana","31","17-14","633","20.4","20"
"291","IUPUI","32","14-18","655","20.5","11"
"292","Cleveland St.","31","9-22","636","20.5","14"
"293","Wagner","30","16-14","616","20.5","16"
"294","Monmouth","33","27-6","678","20.5","10"
"295","Western Caro.","32","9-23","662","20.7","16"
"296","Tulane","30","6-24","622","20.7","15"
"297","North Dakota","28","19-9","581","20.8","23"
"298","Hampton","29","14-15","602","20.8","17"
"","Boise St.","29","19-10","602","20.8","13"
"300","Towson","33","20-13","686","20.8","14"
"301","South Carolina","31","22-9","645","20.8","18"
"","West Virginia","31","24-7","645","20.8","4"
"303","Arkansas","31","23-8","647","20.9","10"
"304","VCU","31","24-7","648","20.9","14"
"","Norfolk St.","31","16-15","648","20.9","28"
"306","Pacific","33","11-22","690","20.9","22"
"307","St. John's (NY)","32","14-18","670","20.9","20"
"308","St. Bonaventure","30","19-11","629","21.0","24"
"309","Auburn","32","18-14","672","21.0","8"
"","Georgetown","32","14-18","672","21.0","12"
"311","Tennessee","31","16-15","652","21.0","13"
"312","Tennessee Tech","32","12-20","675","21.1","22"
"313","Tennessee St.","30","17-13","633","21.1","25"
"314","Morehead St.","30","14-16","634","21.1","15"
"315","Cal St. Fullerton","29","16-13","613","21.1","11"
"316","Rhode Island","30","21-9","635","21.2","9"
"317","Coppin St.","33","8-25","700","21.2","27"
"","Prairie View","33","13-20","700","21.2","16"
"319","Fairleigh Dickinson","30","11-19","637","21.2","22"
"320","Bryant","32","12-20","680","21.3","21"
"321","Lipscomb","33","20-13","702","21.3","16"
"322","UC Irvine","32","19-13","681","21.3","17"
"323","Indiana St.","31","11-20","660","21.3","7"
"324","CSUN","29","11-18","619","21.3","24"
"325","Eastern Mich.","32","16-16","684","21.4","25"
"326","Appalachian St.","30","9-21","643","21.4","19"
"327","Wyoming","32","18-14","686","21.4","14"
"328","Fresno St.","30","19-11","645","21.5","21"
"329","Idaho","29","17-12","624","21.5","16"
"330","Lamar University","32","19-13","692","21.6","12"
"331","St. Francis Brooklyn","31","4-27","673","21.7","12"
"332","Massachusetts","32","15-17","697","21.8","13"
"333","SFA","30","17-13","654","21.8","15"
"334","CSU Bakersfield","29","21-8","633","21.8","13"
"335","SIUE","30","6-24","657","21.9","19"
"336","Montana","31","16-15","681","22.0","18"
"337","UMKC","31","16-15","683","22.0","9"
"338","Oklahoma St.","31","20-11","688","22.2","21"
"339","Sam Houston St.","32","20-12","715","22.3","20"
"340","The Citadel","33","12-21","738","22.4","23"
"341","Ark.-Pine Bluff","32","7-25","718","22.4","13"
"342","Buffalo","31","17-14","705","22.7","24"
"343","Montana St.","32","16-16","732","22.9","29"
"344","Detroit Mercy","31","8-23","741","23.9","32"
"345","UTRGV","31","10-21","746","24.1","22"
"346","Southern Utah","32","6-26","780","24.4","35"
"347","Manhattan","32","10-22","793","24.8","28"
Reclassifying
"NR","Grand Canyon","31","22-9","539","17.4","15"
"NR","UMass Lowell","31","11-20","622","20.1","16"
"NR","Incarnate Word","29","12-17","583","20.1","23"
"NR","Abilene Christian","29","13-16","631","21.8","17"

NCAA Men's Basketball
Division ITotal Blocks
Through Games 03/08/2017


"Rank","Name","GM","W-L","BLKS"
"1","Minnesota","31","23-8","218"
"2","Oregon","31","27-4","212"
"3","St. John's (NY)","32","14-18","194"
"4","Georgia Tech","32","17-15","191"
"5","Nicholls St.","31","14-17","190"
"6","Rhode Island","30","21-9","186"
"7","Penn St.","32","15-17","179"
"8","Southern California","31","23-8","175"
"9","Ill.-Chicago","33","15-18","170"
"10","Louisiana Tech","31","22-9","169"
"","Texas A&M","30","16-14","169"
"","Louisville","31","24-7","169"
"13","Kentucky","31","26-5","168"
"","Winthrop","32","26-6","168"
"15","Norfolk St.","31","16-15","167"
"","Cincinnati","31","27-4","167"
"17","Washington","30","9-21","166"
"","UCLA","31","28-3","166"
"19","East Carolina","31","14-17","165"
"","Massachusetts","32","15-17","165"
"","Oakland","32","24-8","165"
"22","Northwestern","31","21-10","163"
"23","ETSU","34","27-7","162"
"","Auburn","32","18-14","162"
"25","UConn","30","14-16","161"
"26","Florida St.","31","24-7","160"
"27","Illinois St.","33","27-6","158"
"28","UAB","32","17-15","156"
"29","BYU","33","22-11","155"
"30","San Diego St.","31","18-13","153"
"31","Monmouth","33","27-6","152"
"","William & Mary","31","17-14","152"
"","Baylor","31","25-6","152"
"","Wyoming","32","18-14","152"
"","Syracuse","32","18-14","152"
"","Niagara","33","10-23","152"
"37","Florida","31","24-7","151"
"","Eastern Wash.","31","21-10","151"
"39","TCU","32","18-14","150"
"40","Maryland","31","24-7","148"
"41","Michigan St.","31","18-13","147"
"","Rutgers","32","15-17","147"
"","Gonzaga","33","32-1","147"
"","Oklahoma","31","11-20","147"
"","Georgetown","32","14-18","147"
"","Memphis","31","19-12","147"
"47","Arkansas","31","23-8","146"
"48","Chattanooga","31","19-12","145"
"49","Eastern Mich.","32","16-16","144"
"","California","31","20-11","144"
"51","Kansas","31","28-3","143"
"","North Florida","34","15-19","143"
"53","Tennessee","31","16-15","142"
"","Old Dominion","30","19-11","142"
"55","Texas","32","11-21","141"
"","Indiana","31","17-14","141"
"","West Virginia","31","24-7","141"
"","Vermont","33","28-5","141"
"","Duke","32","24-8","141"
"60","Siena","34","17-17","140"
"","North Carolina St.","32","15-17","140"
"62","Colorado","32","19-13","137"
"","Ole Miss","31","19-12","137"
"64","Mt. St. Mary's","34","19-15","136"
"65","Nevada","31","25-6","135"
